"id","job_id","details","job_type","start_time","end_time","total_runtime","info","transformations"
1983,"b9c7a55f-85ad-4824-bc23-45bb4d1da71e","Activity protect off behind increase safe policy see.","Other","2023-06-10 09:12:21.651341","2023-01-25 11:43:03.708388","0:00:00","""Computer present contain anyone second.""","[{""Info"": {""her"": ""during"", ""sound"": ""throughout"", ""season"": ""wait"", ""article"": ""street"", ""director"": ""research""}, ""Name"": ""during"", ""Details"": ""Measure political many would like stage she."", ""End Time"": ""2023-08-10 16:38:46.686884"", ""SQL Query"": ""SELECT * FROM these"", ""Start Time"": ""2023-07-06 23:53:20.017142"", ""Total Runtime"": ""0:00:00""}]"
1815,"59c93102-bcb7-4c3d-8b75-7d3d3fd2e2a3","Continue wrong and tend mission fact.","AWS Sagemaker","2023-06-02 17:56:46.127121","2023-11-25 11:36:42.004135","0:00:00","""Figure woman buy while worker country.""","[{""Info"": {""group"": ""consider""}, ""Name"": ""hope"", ""Details"": ""Couple through one outside agreement."", ""End Time"": ""2023-05-07 15:58:07.957606"", ""SQL Query"": ""SELECT * FROM seven"", ""Start Time"": ""2023-07-15 19:01:17.805251"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""very"": ""turn"", ""modern"": ""employee""}, ""Name"": ""tough"", ""Details"": ""Value major building population care board thought note."", ""End Time"": ""2023-09-09 10:10:30.107246"", ""SQL Query"": ""SELECT * FROM heavy"", ""Start Time"": ""2023-10-30 22:31:49.934587"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""edge"": ""quickly"", ""well"": ""wrong"", ""figure"": ""then""}, ""Name"": ""early"", ""Details"": ""Guess type especially carry."", ""End Time"": ""2023-12-24 00:05:04.205746"", ""SQL Query"": ""SELECT * FROM call"", ""Start Time"": ""2023-07-22 11:19:37.609733"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""we"": ""at"", ""hold"": ""yet""}, ""Name"": ""ability"", ""Details"": ""Work guy goal probably."", ""End Time"": ""2023-07-22 22:48:10.051536"", ""SQL Query"": ""SELECT * FROM since"", ""Start Time"": ""2023-07-14 22:12:45.319942"", ""Total Runtime"": ""0:00:00""}]"
1816,"473e0271-fed0-410a-b7e9-78854ec24492","Member let offer democratic eye your.","Glue","2023-09-09 21:01:31.311293","2023-02-16 14:47:35.934646","0:00:00","""Walk seem walk street military measure team.""","[{""Info"": {""this"": ""today"", ""society"": ""white"", ""beautiful"": ""place"", ""understand"": ""itself""}, ""Name"": ""race"", ""Details"": ""Step answer network beat move."", ""End Time"": ""2023-11-28 03:21:39.214385"", ""SQL Query"": ""SELECT * FROM risk"", ""Start Time"": ""2023-10-26 16:24:39.992089"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""too"": ""everything""}, ""Name"": ""term"", ""Details"": ""Fear computer language activity some start."", ""End Time"": ""2023-10-27 06:21:01.764721"", ""SQL Query"": ""SELECT * FROM face"", ""Start Time"": ""2023-10-05 18:47:42.854517"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""agree"": ""the"", ""space"": ""data"", ""suddenly"": ""sister""}, ""Name"": ""since"", ""Details"": ""Long into miss clearly under west issue."", ""End Time"": ""2023-04-03 00:24:19.201337"", ""SQL Query"": ""SELECT * FROM all"", ""Start Time"": ""2023-08-23 03:17:43.897221"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""if"": ""seat"", ""else"": ""happen"", ""time"": ""check""}, ""Name"": ""table"", ""Details"": ""Property sense sister."", ""End Time"": ""2023-12-16 18:09:54.103108"", ""SQL Query"": ""SELECT * FROM response"", ""Start Time"": ""2023-06-03 03:36:14.580111"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""yes"": ""population"", ""walk"": ""president"", ""month"": ""head"", ""smile"": ""Mrs""}, ""Name"": ""term"", ""Details"": ""Dinner major opportunity particularly garden."", ""End Time"": ""2023-05-12 10:04:42.405263"", ""SQL Query"": ""SELECT * FROM same"", ""Start Time"": ""2023-01-06 07:42:44.494945"", ""Total Runtime"": ""0:00:00""}]"
1817,"74169de2-63eb-428c-acb1-b70418e2c505","Trade herself plan best political career public wrong.","AWS Sagemaker","2023-06-30 05:03:04.046693","2023-03-03 12:41:52.176491","0:00:00","""Agency relate high resource start national site.""","[{""Info"": {""both"": ""cost"", ""save"": ""table"", ""thus"": ""simple"", ""magazine"": ""back""}, ""Name"": ""beat"", ""Details"": ""Risk audience like impact."", ""End Time"": ""2023-02-02 22:16:12.078285"", ""SQL Query"": ""SELECT * FROM their"", ""Start Time"": ""2023-07-06 07:43:34.746248"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""up"": ""production"", ""sign"": ""majority"", ""court"": ""recognize"", ""lawyer"": ""most""}, ""Name"": ""view"", ""Details"": ""Child occur write know market wish image could."", ""End Time"": ""2023-12-06 10:24:19.472611"", ""SQL Query"": ""SELECT * FROM two"", ""Start Time"": ""2023-04-07 21:12:41.766475"", ""Total Runtime"": ""0:00:00""}]"
1818,"0b2a176e-9e8b-4c27-93c2-3768bf1e06e3","Wait cell product nature ok reality.","Glue","2023-06-26 18:53:48.449773","2023-07-22 14:08:43.829861","0:00:00","""Whether phone nature present daughter budget.""","[{""Info"": {""her"": ""camera"", ""deal"": ""coach""}, ""Name"": ""team"", ""Details"": ""Suggest soon truth everyone own six dinner."", ""End Time"": ""2023-10-09 19:30:06.391408"", ""SQL Query"": ""SELECT * FROM safe"", ""Start Time"": ""2023-06-30 22:43:18.188224"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""page"": ""send"", ""yard"": ""final"", ""eight"": ""top""}, ""Name"": ""rich"", ""Details"": ""Above keep system position."", ""End Time"": ""2023-10-09 12:56:23.890781"", ""SQL Query"": ""SELECT * FROM the"", ""Start Time"": ""2023-11-20 15:29:22.876619"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""agent"": ""final"", ""Republican"": ""painting"", ""technology"": ""simple""}, ""Name"": ""career"", ""Details"": ""Central among country same."", ""End Time"": ""2023-06-30 13:30:55.016507"", ""SQL Query"": ""SELECT * FROM contain"", ""Start Time"": ""2023-08-02 11:28:41.619514"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""hair"": ""simple"", ""shake"": ""agency""}, ""Name"": ""possible"", ""Details"": ""Six nation war town piece office."", ""End Time"": ""2023-03-14 22:05:21.805881"", ""SQL Query"": ""SELECT * FROM arm"", ""Start Time"": ""2023-12-05 04:44:50.399673"", ""Total Runtime"": ""0:00:00""}]"
1819,"9f820395-3104-4b1b-a43c-c751c27fdf9c","Money what history American structure community.","AWS Sagemaker","2023-02-05 01:09:53.269052","2023-05-11 11:20:49.351156","0:00:00","""Be several order serious find once book.""","[{""Info"": {""but"": ""author""}, ""Name"": ""word"", ""Details"": ""Reflect he beyond after up leg identify throughout."", ""End Time"": ""2023-11-29 11:42:12.004859"", ""SQL Query"": ""SELECT * FROM professional"", ""Start Time"": ""2023-10-11 21:36:30.527359"", ""Total Runtime"": ""0:00:00""}]"
1820,"45632d85-18e5-43a8-a007-40e92e811805","Building American real parent.","Other","2023-08-18 14:37:50.070474","2023-10-20 12:52:53.438488","0:00:00","""Every later old author anything.""","[{""Info"": {""more"": ""item"", ""some"": ""almost"", ""father"": ""follow""}, ""Name"": ""send"", ""Details"": ""However forward rest upon."", ""End Time"": ""2023-10-09 08:35:28.713810"", ""SQL Query"": ""SELECT * FROM past"", ""Start Time"": ""2023-10-21 03:27:40.987463"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""on"": ""office""}, ""Name"": ""late"", ""Details"": ""Government certainly dark house job section."", ""End Time"": ""2023-12-25 11:30:16.163397"", ""SQL Query"": ""SELECT * FROM be"", ""Start Time"": ""2023-12-22 08:44:34.103789"", ""Total Runtime"": ""0:00:00""}]"
1827,"d3dd70fd-43d3-468d-b91e-f169cdb4f9f5","Bit matter describe note both where ok.","Other","2023-05-20 12:46:30.426612","2023-03-28 23:22:43.230114","0:00:00","""Baby enough inside difficult behind.""","[{""Info"": {""or"": ""evening""}, ""Name"": ""support"", ""Details"": ""School author yes."", ""End Time"": ""2023-02-11 09:45:02.812750"", ""SQL Query"": ""SELECT * FROM manager"", ""Start Time"": ""2023-07-10 10:10:24.414590"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""then"": ""people"", ""peace"": ""ok"", ""stuff"": ""such"", ""notice"": ""behind"", ""sometimes"": ""key""}, ""Name"": ""own"", ""Details"": ""Happy the page question number whether."", ""End Time"": ""2023-10-29 22:45:29.528470"", ""SQL Query"": ""SELECT * FROM vote"", ""Start Time"": ""2023-08-01 19:37:50.345710"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""lay"": ""red"", ""after"": ""special"", ""scene"": ""enter"", ""amount"": ""sure"", ""government"": ""last""}, ""Name"": ""pass"", ""Details"": ""Program style job attack."", ""End Time"": ""2023-08-19 19:19:09.369432"", ""SQL Query"": ""SELECT * FROM firm"", ""Start Time"": ""2023-04-30 12:19:50.429166"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""floor"": ""civil"", ""training"": ""or""}, ""Name"": ""fire"", ""Details"": ""National accept become music with bit."", ""End Time"": ""2023-05-31 11:10:20.221978"", ""SQL Query"": ""SELECT * FROM local"", ""Start Time"": ""2023-11-30 18:48:41.513060"", ""Total Runtime"": ""0:00:00""}]"
1821,"0d72ace8-ed4e-4c07-9f2c-cad04032a357","Unit condition because attention.","Other","2023-11-10 20:37:03.115287","2023-08-09 07:07:31.894240","0:00:00","""Hotel worker evening quality more.""","[{""Info"": {""guy"": ""both"", ""girl"": ""per"", ""unit"": ""necessary"", ""stock"": ""situation"", ""relate"": ""plan""}, ""Name"": ""evidence"", ""Details"": ""Question rest accept speak language hear cell either."", ""End Time"": ""2023-01-02 16:30:15.827739"", ""SQL Query"": ""SELECT * FROM often"", ""Start Time"": ""2023-11-06 18:17:10.122767"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""hope"": ""discover"", ""alone"": ""around"", ""glass"": ""hit"", ""store"": ""plan""}, ""Name"": ""international"", ""Details"": ""House call left itself my travel."", ""End Time"": ""2023-06-08 17:35:45.072680"", ""SQL Query"": ""SELECT * FROM special"", ""Start Time"": ""2023-12-21 18:41:24.161113"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""discuss"": ""take""}, ""Name"": ""find"", ""Details"": ""Picture year level watch your."", ""End Time"": ""2023-01-22 05:35:02.986242"", ""SQL Query"": ""SELECT * FROM eat"", ""Start Time"": ""2023-01-24 08:57:19.743581"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""board"": ""great"", ""growth"": ""forget"", ""computer"": ""region"", ""language"": ""already"", ""understand"": ""possible""}, ""Name"": ""here"", ""Details"": ""Key suggest project."", ""End Time"": ""2023-11-25 22:24:27.794882"", ""SQL Query"": ""SELECT * FROM join"", ""Start Time"": ""2023-05-10 05:15:31.836711"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""lawyer"": ""morning""}, ""Name"": ""agency"", ""Details"": ""Avoid arm able office us artist have."", ""End Time"": ""2023-02-01 22:35:21.265022"", ""SQL Query"": ""SELECT * FROM people"", ""Start Time"": ""2023-12-14 17:46:57.204371"", ""Total Runtime"": ""0:00:00""}]"
1822,"3462ec4f-c7b9-4c70-bc4e-ba98b1a1b7cb","Something same career church everyone performance seem its.","AWS Sagemaker","2023-06-06 12:07:05.447273","2023-03-26 02:27:59.754413","0:00:00","""Employee present writer quite may for particularly.""","[{""Info"": {""pay"": ""baby"", ""yard"": ""wait""}, ""Name"": ""significant"", ""Details"": ""Plan training or personal."", ""End Time"": ""2023-04-05 21:00:28.119652"", ""SQL Query"": ""SELECT * FROM customer"", ""Start Time"": ""2023-11-27 00:22:06.996379"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""vote"": ""movement""}, ""Name"": ""student"", ""Details"": ""Future security of maintain sound."", ""End Time"": ""2023-07-23 15:45:56.574504"", ""SQL Query"": ""SELECT * FROM movement"", ""Start Time"": ""2023-01-04 14:33:34.098416"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""sell"": ""attorney"", ""stock"": ""surface"", ""herself"": ""matter""}, ""Name"": ""level"", ""Details"": ""Red large three stand environmental page benefit you."", ""End Time"": ""2023-08-28 09:08:00.704100"", ""SQL Query"": ""SELECT * FROM decade"", ""Start Time"": ""2023-08-06 05:39:56.482121"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""big"": ""like"", ""low"": ""very"", ""spend"": ""truth"", ""suddenly"": ""six""}, ""Name"": ""mean"", ""Details"": ""Money population next each good worry already."", ""End Time"": ""2023-09-22 21:15:51.358119"", ""SQL Query"": ""SELECT * FROM western"", ""Start Time"": ""2023-08-07 22:17:06.724083"", ""Total Runtime"": ""0:00:00""}]"
1823,"bb82b185-71c4-4de4-a780-00c896697196","Agency movie compare moment travel education.","Glue","2023-12-26 00:06:05.586737","2023-05-27 20:59:50.472159","0:00:00","""Strong entire huge with conference cost.""","[{""Info"": {""bad"": ""reveal"", ""star"": ""oil"", ""above"": ""against"", ""general"": ""reality"", ""candidate"": ""beautiful""}, ""Name"": ""save"", ""Details"": ""Wait these source possible whose control go."", ""End Time"": ""2023-08-04 01:30:35.130589"", ""SQL Query"": ""SELECT * FROM onto"", ""Start Time"": ""2023-12-01 05:26:12.972380"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""or"": ""town"", ""for"": ""feeling"", ""best"": ""opportunity"", ""begin"": ""without"", ""director"": ""its""}, ""Name"": ""water"", ""Details"": ""Message produce book article."", ""End Time"": ""2023-07-27 02:31:04.126044"", ""SQL Query"": ""SELECT * FROM animal"", ""Start Time"": ""2023-03-13 02:37:30.402994"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""and"": ""technology"", ""black"": ""maintain"", ""represent"": ""political""}, ""Name"": ""help"", ""Details"": ""Interest space many worry else."", ""End Time"": ""2023-04-17 13:54:54.931004"", ""SQL Query"": ""SELECT * FROM begin"", ""Start Time"": ""2023-10-27 04:42:38.230497"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""remember"": ""memory""}, ""Name"": ""beautiful"", ""Details"": ""Its indeed art them couple wish reality."", ""End Time"": ""2023-08-24 01:53:02.751663"", ""SQL Query"": ""SELECT * FROM part"", ""Start Time"": ""2023-03-29 21:39:17.923155"", ""Total Runtime"": ""0:00:00""}]"
1824,"a8eee177-bfc9-42e7-9fd9-a1977166bedc","Maintain think woman next.","Glue","2023-12-26 09:13:28.166663","2023-01-15 20:00:43.214030","0:00:00","""You paper nature reason drug.""","[{""Info"": {""outside"": ""color"", ""property"": ""skill""}, ""Name"": ""treatment"", ""Details"": ""Culture first teacher community down imagine require."", ""End Time"": ""2023-03-28 22:09:17.085982"", ""SQL Query"": ""SELECT * FROM Mrs"", ""Start Time"": ""2023-10-11 17:06:08.708927"", ""Total Runtime"": ""0:00:00""}]"
1825,"6794f3aa-83f9-45a0-9378-3107b9f2040c","Area lead history worry voice approach successful.","Other","2023-04-22 20:35:25.705308","2023-04-10 12:43:17.722226","0:00:00","""Worry memory movie best big recognize character.""","[{""Info"": {""movie"": ""against"", ""store"": ""remember""}, ""Name"": ""rock"", ""Details"": ""Memory any executive probably hundred matter."", ""End Time"": ""2023-09-10 15:35:35.786791"", ""SQL Query"": ""SELECT * FROM strategy"", ""Start Time"": ""2023-03-14 16:21:50.444359"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""race"": ""story"", ""again"": ""present""}, ""Name"": ""from"", ""Details"": ""Series cup subject sing key."", ""End Time"": ""2023-11-27 12:49:05.908455"", ""SQL Query"": ""SELECT * FROM prevent"", ""Start Time"": ""2023-04-17 10:23:44.900078"", ""Total Runtime"": ""0:00:00""}]"
1826,"8b241e79-b8be-4b82-8938-86d65199ff93","Put before remain statement walk tax fund.","Glue","2023-12-14 05:03:59.392176","2023-10-04 17:04:24.276227","0:00:00","""Church down where summer strategy.""","[{""Info"": {""out"": ""nation"", ""dark"": ""second"", ""senior"": ""they"", ""kitchen"": ""moment""}, ""Name"": ""machine"", ""Details"": ""Visit guy who truth church individual."", ""End Time"": ""2023-03-02 05:10:58.800586"", ""SQL Query"": ""SELECT * FROM company"", ""Start Time"": ""2023-03-20 05:44:46.608255"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""goal"": ""next"", ""require"": ""president""}, ""Name"": ""especially"", ""Details"": ""Management should clear use research."", ""End Time"": ""2023-09-12 05:23:26.439528"", ""SQL Query"": ""SELECT * FROM heart"", ""Start Time"": ""2023-01-05 14:07:49.658497"", ""Total Runtime"": ""0:00:00""}]"
1828,"a796ecd3-e803-4998-9a1b-d2d9ced040a3","Wife past water network.","Other","2023-01-13 10:24:43.671674","2023-02-05 02:42:30.392733","0:00:00","""Executive Mr country collection adult relate than.""","[{""Info"": {""trip"": ""simple"", ""week"": ""these"", ""system"": ""stock"", ""official"": ""school""}, ""Name"": ""set"", ""Details"": ""Coach hospital same notice cause."", ""End Time"": ""2023-08-25 22:06:59.868049"", ""SQL Query"": ""SELECT * FROM it"", ""Start Time"": ""2023-04-27 22:51:57.965817"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""long"": ""question"", ""believe"": ""identify"", ""majority"": ""stage"", ""newspaper"": ""east"", ""administration"": ""small""}, ""Name"": ""college"", ""Details"": ""Window theory what him agree practice summer."", ""End Time"": ""2023-03-02 00:27:30.212749"", ""SQL Query"": ""SELECT * FROM my"", ""Start Time"": ""2023-05-08 15:50:35.195005"", ""Total Runtime"": ""0:00:00""}]"
1829,"d5a63012-183b-4cec-a576-47a176ace993","Spend measure maintain more hair wrong history.","AWS Sagemaker","2023-06-06 16:39:38.350770","2023-06-12 14:06:28.217763","0:00:00","""Through hotel across skill.""","[{""Info"": {""group"": ""word"", ""stuff"": ""health"", ""popular"": ""purpose""}, ""Name"": ""into"", ""Details"": ""Within wonder effect art."", ""End Time"": ""2023-01-26 01:05:28.941268"", ""SQL Query"": ""SELECT * FROM three"", ""Start Time"": ""2023-09-17 03:05:10.042335"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""those"": ""affect"", ""someone"": ""boy"", ""structure"": ""strategy""}, ""Name"": ""establish"", ""Details"": ""Arrive her bit different before five enough."", ""End Time"": ""2023-11-29 03:33:29.814862"", ""SQL Query"": ""SELECT * FROM resource"", ""Start Time"": ""2023-03-15 12:02:00.108483"", ""Total Runtime"": ""0:00:00""}]"
1830,"62d0f863-acaa-414a-bfa7-ad3b8df63278","Buy provide born see southern.","AWS Sagemaker","2023-03-20 13:27:04.390755","2023-07-20 17:54:47.201214","0:00:00","""Production so become foreign woman bag line development.""","[{""Info"": {""no"": ""order"", ""glass"": ""fire"", ""middle"": ""cost""}, ""Name"": ""itself"", ""Details"": ""Head real knowledge reach research report move."", ""End Time"": ""2023-05-19 18:43:25.844993"", ""SQL Query"": ""SELECT * FROM special"", ""Start Time"": ""2023-03-19 14:51:30.905232"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""stay"": ""tend"", ""business"": ""kind""}, ""Name"": ""race"", ""Details"": ""Level put imagine tax seem."", ""End Time"": ""2023-05-08 21:35:29.186671"", ""SQL Query"": ""SELECT * FROM cultural"", ""Start Time"": ""2023-01-09 19:17:21.308162"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""fast"": ""message"", ""tell"": ""spend"", ""again"": ""check"", ""quite"": ""make"", ""travel"": ""three""}, ""Name"": ""company"", ""Details"": ""Tax house though eat contain chair."", ""End Time"": ""2023-07-09 19:21:27.621891"", ""SQL Query"": ""SELECT * FROM physical"", ""Start Time"": ""2023-06-14 03:03:53.283020"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""bag"": ""gas"", ""task"": ""world""}, ""Name"": ""bed"", ""Details"": ""Necessary music program firm."", ""End Time"": ""2023-11-08 17:55:34.418307"", ""SQL Query"": ""SELECT * FROM green"", ""Start Time"": ""2023-04-28 14:20:03.286118"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""particularly"": ""off""}, ""Name"": ""reduce"", ""Details"": ""Too phone fill school."", ""End Time"": ""2023-10-07 17:01:46.177064"", ""SQL Query"": ""SELECT * FROM politics"", ""Start Time"": ""2023-12-10 11:40:22.819837"", ""Total Runtime"": ""0:00:00""}]"
1831,"26b6f529-2792-4c6a-ac7d-26751583493b","Population blood hair themselves imagine set participant window.","Other","2023-08-29 12:08:11.848189","2023-01-04 21:41:19.136882","0:00:00","""Financial green country kind garden human seat.""","[{""Info"": {""four"": ""use""}, ""Name"": ""fight"", ""Details"": ""Break he voice most."", ""End Time"": ""2023-12-16 08:34:22.180025"", ""SQL Query"": ""SELECT * FROM eat"", ""Start Time"": ""2023-05-29 10:42:12.481850"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""air"": ""campaign"", ""for"": ""quickly"", ""foreign"": ""many""}, ""Name"": ""leg"", ""Details"": ""Consumer hit right wall suffer before."", ""End Time"": ""2023-06-05 17:01:40.688162"", ""SQL Query"": ""SELECT * FROM collection"", ""Start Time"": ""2023-04-14 04:14:09.202223"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""leave"": ""away"", ""however"": ""cold""}, ""Name"": ""white"", ""Details"": ""Up may positive contain."", ""End Time"": ""2023-11-11 15:07:01.591826"", ""SQL Query"": ""SELECT * FROM result"", ""Start Time"": ""2023-01-19 06:55:12.269412"", ""Total Runtime"": ""0:00:00""}]"
1832,"422a2f33-10a8-41d4-9859-af4d20f221f5","Central under present size.","AWS Sagemaker","2023-02-01 15:56:04.066668","2023-03-11 03:15:47.618034","0:00:00","""Fund couple list major.""","[{""Info"": {""of"": ""growth"", ""same"": ""dog"", ""school"": ""the"", ""operation"": ""add"", ""especially"": ""scene""}, ""Name"": ""common"", ""Details"": ""Focus decade responsibility south although medical."", ""End Time"": ""2023-01-09 16:00:22.157743"", ""SQL Query"": ""SELECT * FROM lead"", ""Start Time"": ""2023-01-19 05:21:26.875342"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""send"": ""yeah""}, ""Name"": ""case"", ""Details"": ""Assume source free under career child."", ""End Time"": ""2023-06-28 00:32:47.897053"", ""SQL Query"": ""SELECT * FROM exactly"", ""Start Time"": ""2023-04-15 04:05:43.840418"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""local"": ""same""}, ""Name"": ""official"", ""Details"": ""Other art little question."", ""End Time"": ""2023-06-21 13:45:19.361072"", ""SQL Query"": ""SELECT * FROM late"", ""Start Time"": ""2023-12-22 21:07:53.890058"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""us"": ""marriage""}, ""Name"": ""mean"", ""Details"": ""Item money left study language down."", ""End Time"": ""2023-12-11 02:21:24.810587"", ""SQL Query"": ""SELECT * FROM consumer"", ""Start Time"": ""2023-07-04 04:02:05.013788"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""off"": ""you""}, ""Name"": ""indicate"", ""Details"": ""Yet serious author success."", ""End Time"": ""2023-04-02 23:01:04.925445"", ""SQL Query"": ""SELECT * FROM easy"", ""Start Time"": ""2023-11-27 15:29:31.015390"", ""Total Runtime"": ""0:00:00""}]"
1833,"57abdf50-ac79-467e-89b3-7158f3847578","At only line job trouble data realize.","AWS Sagemaker","2023-02-25 20:36:29.185709","2023-07-29 06:32:00.812761","0:00:00","""Indicate capital travel minute.""","[{""Info"": {""outside"": ""citizen""}, ""Name"": ""anything"", ""Details"": ""Appear buy operation."", ""End Time"": ""2023-05-19 14:06:52.809145"", ""SQL Query"": ""SELECT * FROM food"", ""Start Time"": ""2023-06-19 22:51:21.977370"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""at"": ""some"", ""until"": ""particularly"", ""police"": ""color""}, ""Name"": ""lead"", ""Details"": ""Resource almost officer difference."", ""End Time"": ""2023-07-15 10:23:56.363018"", ""SQL Query"": ""SELECT * FROM many"", ""Start Time"": ""2023-04-18 15:12:03.617414"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""decade"": ""think"", ""nearly"": ""training"", ""candidate"": ""page""}, ""Name"": ""suffer"", ""Details"": ""Suggest religious share writer health magazine."", ""End Time"": ""2023-08-08 22:56:45.340697"", ""SQL Query"": ""SELECT * FROM few"", ""Start Time"": ""2023-08-20 03:05:21.890621"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""positive"": ""second""}, ""Name"": ""vote"", ""Details"": ""Let see education care much she customer."", ""End Time"": ""2023-01-24 21:14:49.870361"", ""SQL Query"": ""SELECT * FROM play"", ""Start Time"": ""2023-06-01 21:05:53.088105"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""already"": ""scene""}, ""Name"": ""quickly"", ""Details"": ""Particular hospital able word industry safe probably."", ""End Time"": ""2023-04-04 16:57:29.383404"", ""SQL Query"": ""SELECT * FROM economic"", ""Start Time"": ""2023-09-22 09:56:28.038230"", ""Total Runtime"": ""0:00:00""}]"
1854,"b4f5cd46-7482-45e7-8553-02238672a643","Table economy term green.","Glue","2023-08-04 03:51:36.649703","2023-07-22 10:03:25.013968","0:00:00","""Leave lot window effect song.""","[{""Info"": {""case"": ""soon"", ""word"": ""financial"", ""board"": ""less"", ""chance"": ""whose"", ""address"": ""tend""}, ""Name"": ""similar"", ""Details"": ""Daughter soldier remain body."", ""End Time"": ""2023-09-09 05:26:27.914374"", ""SQL Query"": ""SELECT * FROM serious"", ""Start Time"": ""2023-07-16 05:28:15.445492"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""ago"": ""treat"", ""even"": ""leave"", ""reduce"": ""pull""}, ""Name"": ""person"", ""Details"": ""Floor improve attention consumer some alone."", ""End Time"": ""2023-07-20 18:02:27.289296"", ""SQL Query"": ""SELECT * FROM behind"", ""Start Time"": ""2023-11-12 21:01:39.033892"", ""Total Runtime"": ""0:00:00""}]"
1834,"1b8e220d-dcb7-4fdb-83e1-17eb423cc9e3","Field trade college week true art ready.","Other","2023-02-17 21:30:21.449024","2023-04-02 07:26:32.088926","0:00:00","""Law rich cost quickly recent of.""","[{""Info"": {""draw"": ""right"", ""such"": ""interesting"", ""majority"": ""American""}, ""Name"": ""less"", ""Details"": ""Talk figure same word special likely rule ground."", ""End Time"": ""2023-05-22 20:24:09.907125"", ""SQL Query"": ""SELECT * FROM who"", ""Start Time"": ""2023-03-06 23:51:06.997054"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""open"": ""after"", ""west"": ""direction"", ""bring"": ""hotel"", ""morning"": ""just"", ""including"": ""property""}, ""Name"": ""as"", ""Details"": ""Spring he management."", ""End Time"": ""2023-10-10 20:26:58.277989"", ""SQL Query"": ""SELECT * FROM paper"", ""Start Time"": ""2023-04-05 14:59:03.234773"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""in"": ""analysis""}, ""Name"": ""measure"", ""Details"": ""Particularly establish suddenly decision decide book."", ""End Time"": ""2023-09-25 07:44:07.247790"", ""SQL Query"": ""SELECT * FROM security"", ""Start Time"": ""2023-05-02 00:01:11.001125"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""create"": ""notice""}, ""Name"": ""add"", ""Details"": ""Past mission spring."", ""End Time"": ""2023-10-16 04:18:12.637619"", ""SQL Query"": ""SELECT * FROM page"", ""Start Time"": ""2023-07-08 21:17:57.755155"", ""Total Runtime"": ""0:00:00""}]"
